Timestamp,Username,"Programa o carrera que estás estudiando: (en caso de doble titulación, menciona ambas carreras o programas).",Campus al que perteneces,Género,Nacionalidad:,Edad,1.- I get my full water bottle while leaving home.,2.- I wonder about increasing of cancer events in industrial areas.,3.- Degenerated enviromental conditions can cause negative effect on mental health.,"4.- What a pitty!, people think that technology can solve every problem, althought technology cannot produce one gram organic honey.","5.- The reflection of enviromental problems can be seen at the same time, in succession, and more than one area.",6.- I try to pattern people who have positive ecologic behavior in my social life.,7.- I prefer to buy local vegetables and fruits.,8.- I believe that one of the ways of fighting with obesity is enviromental education.,"9.- I have remorse to know some goods I buy, are produced by explotation of human work.","10.- One of the reasons of immigration of rural people, is the job lost due to global firms.",11.- Global firms prevent local producer to have profit.,"12.- People, to immigrate to another place, are cheaper laborer sources for big companies.","13.-  En una escala del 1 al 10, ¿cómo consideras que cambió tu mentalidad y comportamiento respecto a la sostenibilidad, como resultado de lo que aprendiste en tu carrera profesional?  (Donde 1 es nada, 10 es totalmente)",14.- Da alguna razón o justificación de tu respuesta anterior.
2025/05/20 4:55:55 PM MDT,146,LAET,Campus Toluca,Mujer,Mexico,23 a 24 años,Completely agree,Completely disagree,Completely disagree,Not sure,Not sure,Completely agree,Completely agree,Partly disagree,Completely agree,Completely disagree,Not sure,Completely agree,4,"Yo ya hacia cosas para poder cambiar mis habitos, pero hay muchas cosas a las que ya me acostumbre que no puedo dejar y tambien soy muy coda, no quiero comprar 4 platos biodegradables por el precio de 15 baratos, me pega mucho en mi econocmia"
2025/05/20 4:56:25 PM MDT,147,LAET ,Campus Toluca,Mujer,Mexicana,21 a 22 años,Partly disagree,Not sure,Completely agree,Completely disagree,Partly agree,Not sure,Completely agree,Not sure,Completely agree,Partly agree,Partly agree,Partly agree,10,Me sirvio demasiado
2025/05/20 4:56:40 PM MDT,148,LAET,Campus Toluca,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Completely disagree,Not sure,Completely agree,Completely agree,Not sure,Partly disagree,Not sure,Partly agree,Partly agree,4,mi cambio de mentalidad más que nada recae en lectura e investigación y documentales ambientales 
2025/05/20 4:57:06 PM MDT,149,Estrategia y Transformación de Negocios,Campus Toluca,Hombre,Mexicana,21 a 22 años,Partly agree,Partly disagree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly disagree,Not sure,Partly agree,Partly agree,Partly agree,7,"Creo que cambió un 7 debido a que tenía conocimientos previos del tema, sin embargo, no había profundizado en ellos."
2025/05/20 4:57:34 PM MDT,150,Administración ,Campus Toluca,Mujer,Mexicana ,21 a 22 años,Completely agree,Partly agree,Completely agree,Partly disagree,Partly agree,Completely agree,Completely agree,Completely agree,Not sure,Partly agree,Not sure,Not sure,8, Hablando sobre la sostenibilidad dentro de las empresas en mis clases me hizo tener un panorama diferente y más amplio sobre el impacto que este puede tener en la vida de todos 
2025/05/20 4:58:00 PM MDT,151,LAE,Campus Toluca,Hombre,Mexicano,21 a 22 años,Completely agree,Partly agree,Completely agree,Completely disagree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly disagree,Partly disagree,Partly disagree,8,La sostenibilidad ha impactado a mi manera de pensar
2025/05/20 4:58:24 PM MDT,152,LAE,Campus Toluca,Mujer,Mexicana ,21 a 22 años,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,Not sure,Partly agree,Not sure,Not sure,Partly agree,9,"Desde un inicio, nos inculcaron la importancia de poner en primer lugar la consciencia hacia las personas y el planeta, recordándonos que no tenemos otro mundo y que por lo tanto, debemos cuidarlo. Ese enfoque despertó en mí un profundo interés, lo que me llevó a elegir la concentración en Negocios Conscientes"
2025/05/20 4:59:55 PM MDT,153,LAET,Campus Toluca,Hombre,Mexicana ,21 a 22 años,Completely agree,Not sure,Partly agree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Partly agree,Completely agree,Not sure,Partly agree,9,Soy más consciente del impacto que tiene lo que consumimos en el ambiente y en las personas
2025/05/20 5:00:04 PM MDT,154,LAET,Campus Toluca,Hombre,MEXICANA,21 a 22 años,Partly agree,Not sure,Partly agree,Partly agree,Partly agree,Not sure,Partly disagree,Partly agree,Partly agree,Partly disagree,Not sure,Not sure,9,MUCHAS COSAS APRENDES Y DAS UN NUEVO ORIZONTE A TU MENTE
2025/05/20 5:02:21 PM MDT,155,LAET,Campus Toluca,Hombre,Mexicana ,21 a 22 años,Partly agree,Partly agree,Not sure,Partly disagree,Partly agree,Not sure,Completely agree,Partly agree,Not sure,Partly agree,Partly agree,Not sure,7,He sido más consciente a lo largo de mi carrera 
2025/05/20 5:34:52 PM MDT,156,LAF,Campus San Luis Potosí,Hombre,Mexicano,21 a 22 años,Not sure,Not sure,Completely agree,Partly agree,Partly agree,Partly agree,Not sure,Completely agree,Not sure,Partly agree,Not sure,Not sure,8,ME AYUDO MUCHO
2025/05/20 5:36:21 PM MDT,157,LAF,Campus San Luis Potosí,Mujer,MEXICANA,21 a 22 años,Completely agree,Partly disagree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Not sure,Partly agree,Not sure,Partly agree,Completely agree,8,UN POCO
2025/05/20 5:37:40 PM MDT,158,Licenciatura en Finanzas,Campus San Luis Potosí,Mujer,Mexicana,21 a 22 años,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Not sure,Partly agree,Completely agree,Partly agree,Partly agree,9,"Estuve expuesta a diferentes situaciones dentro de mi carrera profesional que me hicieron reflexionar en el impacto ambiental así como el comportamiento no solo de personas sino también de empresas, sobretodo en la semana de sentido humano que me tocó colaborar con una empresa de cuidado de los arboles y ambiente"
2025/05/20 5:38:04 PM MDT,159,LAET y LAF,Campus San Luis Potosí,Hombre,Mexicana,23 a 24 años,Completely disagree,Completely agree,Completely agree,Partly disagree,Partly agree,Partly agree,Partly agree,Not sure,Partly agree,Partly disagree,Not sure,Partly agree,10,"Aprendi bastante, ya que siempre tuvimos muchas clases en las que se trataban de una u otra manera los impactos sociales y social."
2025/05/20 5:38:22 PM MDT,160,LAF y LIN ,Campus San Luis Potosí,Mujer,Mexicana ,23 a 24 años,Partly disagree,Partly agree,Completely agree,Not sure,Partly agree,Partly agree,Completely agree,Not sure,Partly disagree,Partly agree,Completely disagree,Completely disagree,8,"En Tamasopo es una práctica super común quemar la basura dado que solo pasa una vez a la semana el servicio de recolección de basura, por lo que generalmente se queman papeles, hojarasca, plásticos, maderas, etc. sin embargo, tomando mis clases me di cuenta de la manera en que impacta negativamente esta práctica y he tratado de hacer extensivo este conocimiento con vecinos y familiares. "
2025/05/20 5:38:29 PM MDT,161,LAF,Campus San Luis Potosí,Hombre,Mexicano ,21 a 22 años,Partly disagree,Partly agree,Completely agree,Not sure,Completely agree,Partly agree,Not sure,Partly disagree,Partly agree,Partly agree,Partly agree,Partly agree,8,En mi semestre de intercambio internacional en Francia aprendí sobre sustentabilidad 
2025/05/20 5:40:20 PM MDT,162,LAF,Campus San Luis Potosí,Hombre,Mexicano,21 a 22 años,Partly agree,Partly disagree,Completely agree,Partly agree,Partly agree,Partly agree,Not sure,Completely agree,Partly agree,Not sure,Not sure,Partly agree,8,"Aprendí sobre diferentes temas y esfuerzos que se hacen en todo México y en el mundo, como las empresas están tomando un enfoque más ESG y que es vital combatir el cambio climático para tener una mejor calidad de vida."
2025/05/20 5:40:20 PM MDT,163,Finanzas,Campus San Luis Potosí,Hombre,Mexicana ,23 a 24 años,Partly agree,Completely agree,Completely agree,Not sure,Partly agree,Partly agree,Completely agree,Partly disagree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,6,Si ha cambiado debido a clases impartidas que hacen conciencia peor ha cambiado más por gente de la que me rodeo que por la universidad y el modelo como tal 
2025/05/20 5:40:38 PM MDT,164,Finanzas,Campus San Luis Potosí,Hombre,Mexicana,23 a 24 años,Completely agree,Completely disagree,Not sure,Partly disagree,Partly agree,Not sure,Not sure,Partly disagree,Not sure,Partly disagree,Completely disagree,Not sure,8,soy más consciente del impacto 
2025/05/20 5:40:49 PM MDT,165,Laf,Campus San Luis Potosí,Hombre,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Completely agree,Partly agree,Completely agree,Partly disagree,Partly agree,Partly agree,Completely agree,Completely agree,Not sure,8,"Me puso a pensar sobre los actos que ocasionan un mejor ambiente si se hcieran y se concientizara
"
2025/05/20 5:41:39 PM MDT,166,LAF,Campus San Luis Potosí,Mujer,Mexicana,21 a 22 años,Partly agree,Not sure,Completely agree,Completely agree,Completely agree,Not sure,Completely agree,Partly agree,Partly agree,Completely agree,Completely agree,Partly agree,6,Más bien fue el entorno no solo lo visto en clases si no más bien la realidad y lo que enfrentan las siguientes generaciones 
2025/05/20 5:42:18 PM MDT,167,Laf,Campus San Luis Potosí,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Partly disagree,Partly agree,Completely agree,Completely agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,10,El conocimiento te cambia
2025/05/20 5:42:28 PM MDT,168,LAF,Campus San Luis Potosí,Mujer,Mexicana,21 a 22 años,Completely agree,Partly disagree,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Completely agree,Partly agree,8,"Considero que si puso cambiar en ciertos aspectos, pero no completamente porque no era uno de los objetivos en los bloques"
2025/05/20 5:44:07 PM MDT,169,LAF 19,Campus San Luis Potosí,Mujer,Mexicana ,21 a 22 años,Completely agree,Not sure,Completely agree,Partly disagree,Completely agree,Partly agree,Completely agree,Partly disagree,Completely agree,Partly agree,Not sure,Partly disagree,10,Siempre se toma en cuenta la parte social y ambiental en cada uno de los proyectos que realizamos en el Tec 
2025/05/20 5:49:09 PM MDT,170,LAF,Campus San Luis Potosí,Hombre,Mexicana,21 a 22 años,Not sure,Not sure,Completely agree,Partly disagree,Partly agree,Not sure,Completely agree,Partly agree,Not sure,Partly agree,Completely agree,Partly agree,8,Hemos tenido un acercamiento importante con las finanzas sostenibles y por ello mi mentalidad se ha adaptado
2025/05/20 5:51:11 PM MDT,171,LAF,Campus San Luis Potosí,Hombre,Mexicana ,21 a 22 años,Completely agree,Partly agree,Completely agree,Completely agree,Partly agree,Partly agree,Partly agree,Partly disagree,Partly agree,Partly agree,Partly agree,Partly agree,10,Me siento una persona más madura y consciente de mis acciones 
2025/05/20 6:06:33 PM MDT,172,LAF,Campus San Luis Potosí,Mujer,Mexicana - Estadounidense ,21 a 22 años,Partly agree,Not sure,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,10,"Al compartir opiniones diversas con mis compañeros de clases, ha contribuido mis conocimientos y a ampliado mis perspectivas. "
2025/05/20 6:21:43 PM MDT,173,LAET,Campus Aguascalientes,Mujer,Mexicana,21 a 22 años,Completely agree,Partly disagree,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Partly agree,Not sure,Not sure,Partly agree,Partly agree,7,"Considero que durante la carrera se vio de manera muy superficial y que el incorporar prácticas sostenibles genera valor y es importante pero solo se menciona, no se hace algo al respecto en la práctica "
2025/05/20 6:22:31 PM MDT,174,LAET,Campus Aguascalientes,Mujer,Mexicana,21 a 22 años,Completely disagree,Completely agree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,9,"Nos enseñaron mucho sobre el triple bottom line, y la importancia de siempre considerar al planeta como stakeholder de cualquier empresa"
2025/05/20 6:22:36 PM MDT,175,LAET,Campus Aguascalientes,Hombre,Mexicano,21 a 22 años,Partly agree,Not sure,Completely agree,Completely agree,Partly agree,Not sure,Completely agree,Not sure,Completely agree,Completely agree,Partly agree,Completely agree,8,"Considero que ya era bastante consciente de mi huella ecológica, pero el tec me impulso a tratar de reducirla e incluso buscar que mis circulos sociales tambien esten atentos sobre sus consumos y cuidado ambiental.  "
2025/05/20 6:22:47 PM MDT,176,LAET,Campus Aguascalientes,Hombre,mexicano,23 a 24 años,Completely agree,Completely disagree,Partly agree,Completely disagree,Completely agree,Not sure,Not sure,Partly disagree,Completely disagree,Not sure,Partly agree,Completely agree,8,Aprendi que los negocios deben de ser conscientes de su impacto ambiental para poder crecer y desarrollarse.
2025/05/20 6:23:19 PM MDT,177,LAET,Campus Aguascalientes,Mujer,Mexicana,21 a 22 años,Not sure,Partly agree,Completely agree,Not sure,Completely agree,Partly agree,Completely agree,Not sure,Completely agree,Not sure,Not sure,Partly disagree,8,"El Tec promueve la sostenibilidad desde todos los aspectos, en las clases, en el campus, etc"
2025/05/20 6:23:27 PM MDT,178,LAET,Campus Aguascalientes,Mujer,Mexicana,23 a 24 años,Completely agree,Not sure,Partly agree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely disagree,Completely agree,Completely agree,10,Durante toda la carrera en la mayoria de  las materias se toca el tema de la sostenibilidad en todos los ambitos 
2025/05/20 6:24:21 PM MDT,179,Estrategia y transformation de negocios (LAET),Campus Aguascalientes,Mujer,mexicana ,21 a 22 años,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Completely agree,Completely agree,Completely agree,Partly agree,8,"En muchas de las materias que tuvimos nos pedían que integráramos la sostenibilidad como un factor importante de nuestras propuestas, esto hizo que yo me acostumbrara a buscar la sostenibilidad en cada ámbito de mi vida y a ser más consciente de que es un factor muy relevante que todos deberíamos de tomar en cuenta y aplicar en nuestras vidas diarias si realmente queremos hacer un cambio por el planeta y los negocios responsables."
2025/05/20 6:24:38 PM MDT,180,LAET,Campus Aguascalientes,Mujer,mexicana,21 a 22 años,Completely agree,Not sure,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Not sure,Not sure,Partly agree,Partly agree,Not sure,10,porque me enseñaron que es importante tener responsabilidad sostenible 
2025/05/20 6:25:29 PM MDT,181,Laet,Campus Aguascalientes,Mujer,Mexicana,21 a 22 años,Partly agree,Partly agree,Completely agree,Completely agree,Not sure,Completely agree,Completely agree,Not sure,Completely agree,Not sure,Partly disagree,Completely disagree,7,"Creo que la mayor parte de las cosas que hago respecto a sostenibilidad, las aprendí desde más chica. En la universidad ya es dificil cambiar la mentalidad. Sin embargo, asigno un 7 porque también en esta etapa conocí personas que me enseñaron a cuidar más el ambiente y preocuparme por cosas que antes no me afectaban tanto. También creo que aumentó mi consciencia en ciertos temas"
2025/05/20 6:26:07 PM MDT,182,LAET,Campus Aguascalientes,Hombre,Mexicana,21 a 22 años,Completely agree,Not sure,Completely agree,Partly disagree,Partly agree,Partly agree,Partly agree,Partly disagree,Partly agree,Partly agree,Partly agree,Partly agree,7,No vimos tantas manterias que tuvieran un enfoque tan profundo sobre estos temas.
2025/05/20 6:26:15 PM MDT,183,LAET,Campus Aguascalientes,Hombre,Mexicano,21 a 22 años,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Not sure,Not sure,Completely agree,Partly disagree,Partly agree,Completely agree,7,"Siempre me ha importado y he leido sobre el tema, asi que reforzó cosas que sabía, aprendí otras nuevas."
2025/05/20 6:26:25 PM MDT,184,LAET,Campus Aguascalientes,Hombre,Mexicana,21 a 22 años,Completely agree,Completely agree,Completely agree,Not sure,Completely agree,Partly agree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Partly agree,9,El Tec de Monterrey se preocupa por enseñarnos en todas las carreras sobre el impacto de nuestras acciones en estos ámbitos
2025/05/20 6:27:35 PM MDT,185,LAE,Campus Aguascalientes,Mujer,Mexicana,21 a 22 años,Partly agree,Not sure,Partly agree,Not sure,Completely agree,Partly agree,Completely agree,Completely agree,Not sure,Completely agree,Partly agree,Partly agree,10,Cambió mi panorama conocidendo diferentes perspectivas
2025/05/20 6:35:09 PM MDT,186,LAET,Campus Aguascalientes,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Partly agree,Partly disagree,Completely agree,Partly agree,Not sure,Not sure,Completely agree,Partly agree,Partly agree,Completely agree,9,"Ver como el ambiente también es un stakeholder y parte de las 3 ps me hizo darme cuenta que las grandes corporaciones no deben de hacer caso omiso a la situación ambiental, si no tratar de ayudar a través de sus actividades diarias. "
2025/05/20 10:22:19 PM MDT,187,LAET,Campus Toluca,Mujer,Mexicana ,21 a 22 años,Completely disagree,Completely agree,Completely agree,Partly disagree,Completely agree,Not sure,Partly agree,Partly disagree,Partly disagree,Partly disagree,Partly disagree,Not sure,8,No tenía tan presente el impacto ambiental que generan los procesos de producción y transporte. Y también aprendí del impacto positivo que podemos tener al colaborar en masa.
2025/05/22 5:22:43 PM MDT,188,LAF,Campus San Luis Potosí,Hombre,Mexicana,21 a 22 años,Partly agree,Not sure,Completely agree,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly disagree,Completely agree,Partly agree,Partly agree,8,Mayor conocimiento del contexto global además de mayor comprehención de como funciona el mundo
2025/05/22 5:23:48 PM MDT,189,LAF,Campus San Luis Potosí,Mujer,Mexicana ,21 a 22 años,Partly agree,Not sure,Partly agree,Completely agree,Completely agree,Partly agree,Completely agree,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,6,"Considero que siempre he sido una persona muy consciente y considerada en cuanto esta problemática, a pesar de que mi carrera si me ayudó a darme cuenta de que muchas veces las grandes empresas harían lo que sea por crecer (incluyendo actos no éticos), sin embargo tengo muy arraigado desde mi hogar este tipo de educación y conocimientos. "
2025/05/22 5:24:11 PM MDT,190,LAF,Campus San Luis Potosí,Hombre,Mexicana,23 a 24 años,Completely disagree,Partly agree,Completely agree,Partly agree,Partly agree,Completely agree,Partly agree,Not sure,Partly agree,Partly agree,Completely agree,Completely agree,10,"analizar, investigar y estudiar mercados internacionales me ayudo a expandir mi forma de pensar sobre mercados internacionales y la importancia de ser una comunidad más sostenible"
2025/05/22 5:24:58 PM MDT,191,LAF,Campus San Luis Potosí,Mujer,Mexicana,21 a 22 años,Partly disagree,Partly agree,Completely agree,Partly agree,Partly agree,Completely agree,Partly agree,Not sure,Not sure,Partly agree,Partly agree,Partly agree,8,Me cuestiono nuevas perspectivas de ver las consecuencias 
2025/05/22 5:25:58 PM MDT,192,LAF,Campus San Luis Potosí,Hombre,Mexicano,21 a 22 años,Partly agree,Partly disagree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Not sure,Partly agree,Partly agree,7,"Considero que me han inculcado el cuidado del ambiente y de consumir productos locales desde pequeño, considerando siempre el impacto en mi comunidad y mi persona, por lo que en el campus, algunas de estas ideas solamente se fortalecieron."
2025/05/22 5:41:08 PM MDT,193,LAF,Campus San Luis Potosí,Mujer,MEXICANA,21 a 22 años,Partly agree,Not sure,Partly agree,Partly disagree,Partly agree,Not sure,Completely agree,Partly agree,Not sure,Completely agree,Not sure,Completely disagree,8,"A lo largo de mi carrera profesional he adquirido una mayor conciencia sobre el impacto que tienen las decisiones económicas, operativas y sociales en el medio ambiente y en la comunidad. Antes veía la sostenibilidad como un concepto complementario, pero ahora la entiendo como un eje fundamental para el desarrollo responsable. Este cambio se refleja en mis acciones cotidianas, en la forma en que propongo soluciones dentro de mi entorno laboral, y en cómo evalúo proyectos considerando no solo su rentabilidad, sino también su impacto ambiental y social"
2025/05/22 5:56:09 PM MDT,194,finanzas,Campus San Luis Potosí,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Partly agree,Completely agree,Partly agree,Not sure,Partly agree,Partly agree,Partly agree,Partly disagree,Partly agree,Not sure,8,"Aprendí de la sostenibilidad, pero me hubiera gustado verla más a fondo, no se por ejemplo ya muchos de aquí en vez de caminar a distancias cortas usa el carro, maneras de ser más eficaz y ambiental al mismo tiempo."
2025/05/22 6:04:43 PM MDT,195,Finanzas,Campus San Luis Potosí,Hombre,Mexicano ,21 a 22 años,Not sure,Partly disagree,Not sure,Partly agree,Partly disagree,Partly agree,Partly agree,Not sure,Partly agree,Partly agree,Partly disagree,Partly agree,6,Un poco
2025/05/22 6:06:49 PM MDT,196,LAF,Campus San Luis Potosí,Hombre,Mexicano ,23 a 24 años,Partly agree,Partly agree,Partly agree,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,Partly agree,Completely agree,Not sure,Partly agree,8,Me hizo poner atención en problemas que no tenía en mente 
2025/05/22 8:09:48 PM MDT,197,LAET con doble titulación en LIN,Campus Laguna,Mujer,Mexicana,21 a 22 años,Partly agree,Partly agree,Partly agree,Completely agree,Completely agree,Partly agree,Not sure,Partly agree,Completely agree,Not sure,Not sure,Not sure,2,"Creo que si meten temas relacionados con sustentabilidad y la importancia de cuidar el ambiente, pero no siento que sean cursos o actividades que realmente tengan impacto con los estudiantes, o que sea algo que se sí les cambie su forma de pensar o sus perspectivas sobre estos temas."
2025/05/22 8:11:05 PM MDT,198,LAE,Campus Laguna,Mujer,Mexicana,23 a 24 años,Completely agree,Partly disagree,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,Not sure,Completely agree,Completely agree,Partly agree,Completely agree,8,.
2025/05/22 8:13:07 PM MDT,199,LAET,Campus Laguna,Mujer,Holandesa,21 a 22 años,Completely agree,Not sure,Partly agree,Partly agree,Completely agree,Not sure,Completely agree,Not sure,Not sure,Partly agree,Partly agree,Partly agree,7,El pensar que tengo que mejorar 
2025/05/22 8:13:37 PM MDT,200,LAET con doble titulación en LIN,Campus Laguna,Mujer,Mexicana,21 a 22 años,Not sure,Not sure,Not sure,Completely agree,Partly agree,Partly agree,Partly agree,Not sure,Completely agree,Not sure,Partly agree,Not sure,8,Por las materias que lleve sobre la responsabilidad social
2025/05/22 8:15:50 PM MDT,201,LAET,Campus Laguna,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,9,Para mejorar
2025/05/22 8:16:01 PM MDT,202,LAET,Campus Laguna,Mujer,Mexicana,21 a 22 años,Partly disagree,Partly agree,Completely agree,Not sure,Not sure,Completely agree,Partly agree,Partly agree,Partly agree,Not sure,Not sure,Partly disagree,9,Debido a que hice varias investigaciones y tuve muchos conocimientos
2025/05/22 8:16:11 PM MDT,203,Estrategia y Transformación de Negocios,Campus Laguna,Hombre,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Partly agree,Partly agree,Not sure,Completely agree,Partly disagree,Partly agree,Partly agree,Not sure,Not sure,9,NA
2025/05/22 8:16:42 PM MDT,204,LAET,Campus Laguna,Hombre,Mexicano,21 a 22 años,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly disagree,Not sure,Completely agree,7,Creo que conocer como las tecnologias que utilizamos impactan al ambiente ayudo a poner en perspectiva el impacto que mis acciones cotidianas tienen en el medio ambiente.
2025/05/22 8:17:46 PM MDT,205,LAET,Campus Laguna,Mujer,mexicana,21 a 22 años,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Not sure,Partly agree,Partly agree,Partly agree,Partly agree,8,Muy bien
2025/05/22 8:17:48 PM MDT,206,LAE,Campus Laguna,Mujer,Mexicana,21 a 22 años,Partly disagree,Partly disagree,Not sure,Not sure,Completely agree,Partly agree,Not sure,Not sure,Not sure,Partly agree,Not sure,Partly agree,8,En todos los proyectos vimos el tema de medio ambiente para siempre tomarlo en cuenta 
2025/05/22 8:18:01 PM MDT,207,LAET,Campus Laguna,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Completely agree,Not sure,Completely agree,Completely agree,Completely agree,Partly agree,3,Todo lo aprendí antes de la universidad
2025/05/22 9:42:24 PM MDT,208,LAET Y FINANZAS,Campus Laguna,Mujer,MEXICANA,21 a 22 años,Completely agree,Completely agree,Completely agree,Partly agree,Not sure,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,10,Recibi varias optativas que me hicieron desaprender muchas cosas que segun yo sabia para entenderlo mejor y he mejorado mi consumo en mi dia dia 
2025/05/23 3:17:11 PM MDT,209,LAF,Campus Guadalajara,Hombre,Mexicana,21 a 22 años,Partly agree,Partly agree,Partly agree,Not sure,Partly agree,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,9,Debido a que soy más consciente sobre problemáticas y entornos en empresas o sectores que antes eran complejos para entrar. 
2025/05/23 3:18:21 PM MDT,210,LAF,Campus Guadalajara,Hombre,Mexicana ,21 a 22 años,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,10,Aprendi a invertir en empresas ecológicas 
2025/05/23 3:18:26 PM MDT,211,LAF/ LIT,Campus Guadalajara,Hombre,Mexicano,21 a 22 años,Partly agree,Not sure,Partly agree,Completely agree,Completely agree,Partly agree,Not sure,Completely agree,Completely agree,Partly disagree,Partly agree,Partly agree,8,He llevado varios servicios sociales que me han abierto los ojos a la gran necesidad de awareness.
2025/05/23 3:18:59 PM MDT,212,LAF,Campus Guadalajara,Mujer,Mexicana,21 a 22 años,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Not sure,Not sure,Partly agree,6,Estudio Finanzas
2025/05/23 3:19:33 PM MDT,213,Profesor,Campus Guadalajara,Hombre,mexicana,25 años o más,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Not sure,Not sure,Partly agree,10,Estudia hace 30 años
2025/05/23 3:20:05 PM MDT,214,LAF,Campus Guadalajara,Hombre,Mexicana,21 a 22 años,Partly agree,Not sure,Completely agree,Completely agree,Completely agree,Not sure,Completely agree,Not sure,Not sure,Not sure,Partly agree,Completely agree,8,Se nos ha hecho mucho conciencia 
2025/05/23 3:20:39 PM MDT,215,LAF,Campus Guadalajara,Mujer,Mexicana,23 a 24 años,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Not sure,Completely agree,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,10,Soy consciente
2025/05/23 3:21:22 PM MDT,216,LAF,Campus Guadalajara,Hombre,Mexicano,21 a 22 años,Completely agree,Not sure,Not sure,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Completely agree,Not sure,Not sure,Partly agree,8,"El tanto trabajar con empresas que tienen como objetivo el desarrollo ambiental, me hizo cambiar mi mentalidad al respecto
"
2025/05/23 3:21:40 PM MDT,217,Laf ,Campus Guadalajara,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,1,Ya
2025/05/23 3:22:06 PM MDT,218,LAF,Campus Guadalajara,Mujer,Mexicana,23 a 24 años,Completely agree,Partly agree,Not sure,Partly disagree,Completely agree,Completely agree,Completely agree,Partly disagree,Not sure,Partly agree,Partly agree,Partly agree,8,Vimos muchos tenas ESG lo que ne permitio ver cono las empresas afectan al medio ambiente
2025/05/23 3:22:12 PM MDT,219,Finanzas,Campus Guadalajara,Mujer,Mexicana,21 a 22 años,Completely agree,Not sure,Completely agree,Partly agree,Not sure,Completely disagree,Partly disagree,Partly agree,Not sure,Completely agree,Not sure,Partly agree,1,En mi carrera profesional no he visto tanto a profundidad sobre la sotenibilidad
2025/05/23 3:22:32 PM MDT,220,LAF,Campus Guadalajara,Hombre,Mexicana,21 a 22 años,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,10,-
